web-scraper-order,author,title,content,positively_rated
1578435400-7203,Jennifer Kinyon,Works,"I'm clumsy,  this works!",1
1578435873-8934,Joanne Gaines,Five Stars,Has everything in the package wet and dry wipes my iPad looks brand new,1
1578435279-6785,Breeanna,Works like a charm,No issues with this!,1
1578435756-8528,AJrobo207,Great product,You can't tell that it is on.,1
1578435871-8921,Delana V.,... I needed to put the screen on properly and easily. Read through the complete instructions first,"They gave me everything I needed to put the screen on properly and easily. Read through the complete instructions first. If I would have done so I would not have had to go back a step.
My new protective cover looks great!",1
1578435374-7116,Taylor H Resendiz,Basically applies itself flawlessly!,This screen protector is awesome! It comes with an awesome application system that basically applies it for you flawlessly. It goes on quick and has been compatible with my apple pencil perfectly. I'd buy this again and recommend it to friends.,1
1578435851-8859,Amazon Customer,"Follow all the steps cleaning screen first, & definitely use the guide strips, they help out a lot aligning screen","Just finished putting on screen protector ,very easy especially after watching the you tube video online, came with everything you need, just follow every step & you wont have any bubbles, so far I love it",1
1578435102-6128,LPO,SPARIN Tempered Glass Screen Protector for my 6th generation iPad,The glass protector was exactly what I was looking for my iPad at at a very reasonable price. I would recommend this product to anybody!,1
1578435245-6655,Joycelyn,Be Careful What You Order,"Like= it covered my iPad screen well, Dislike= the tempered glass cracked while placing it on my iPad",1
1578435630-8041,Roberto Alvarez,Quality.,Great Product.,1
1578435371-7101,LovetoBike,Why does Amazon require both a headline and review?,Fits well. Great instructions.,1
1578435606-7951,Frankz,Five Stars,good and fit,1
1578435742-8478,JRV,Five Stars,Easy to put on with good fit and coverage.,1
1578434948-5547,Peter M.,Do Not Buy This,"The video for this product makes it look like the protector magically adheres to the screen all by itself with no bubbles. The information states this is bubble free. Yet, the instructions that came with the product states to use the enclosed card to push out any bubbles. I knew I was in trouble when I read that. Sure enough, just like every other screen protector, lots of big bubbles that wouldn't come out. I just threw away 10 bucks. Don't do the same.",0
1578434976-5658,J.P.,Great screen protector,The process for putting this on could not have been easier. I watched the Youtube video demonstration and followed along and it worked perfectly. I was more impressed than I really thought I would be. It's pretty cool to run your finger along the center and see the screen protector attach to your iPad automatically. This is a really great product,1
1578434853-5200,Lori S,works like a charm,I dropped my iPad and the product performed at it should.... the glass protector spidered and protected my iPad glass. I just put another on last night as well as replaced the portfolio  case which was damaged in the drop.  The iPad does not have a scratch !!  Kudos for a great product,1
1578435123-6205,April,Great Product,Worked just as described and this company has great customer service.,1
1578434812-5034,J. Benoit,Nice product - instructions missing 1 (obvious now) step,"Fits really well - attaching process is *not* very forgiving. I thought I browsed ahead in the instructions to make sure I knew what was going on - ended up placing the glass w/ the removable film up, and then attaching the guide strips... removing the guide strips started peeling the removable strip... I ended up getting it on pretty well - after 30 minutes of retrying, re-cleaning (the sticky side will pick up dust as well), about 10 times.  Step 1 in the attachment process should be ""Locate tab to remove film - the writing needs to face down as you position the protector"".",1
1578435767-8565,Bianca,Great quality!,Great quality! Would buy again if necessary! Definitely recommend it.,1
1578434846-5164,KMAC,Huge bubbles after installing!!!,I followed the directions to a tee and there were 4 huge bubbles on the screen after installing. I tried multiple times to smooth them out but with no luck. I can’t beljeve the directions actually say “wait a few days and they’ll go away.” They won’t. 😂,0
1578435961-9251,Sugar Magnolia,Five Stars,"Great value, durable",1
1578434678-4531,2 Boxer Mom,Very satisfied and I would recommend to others.,"I am giving 5 stars to the SPARIN Tempered Glass screen protector. I bought it to safeguard my 2017 iPad Air 2. The item was delivered on time and well packaged. The protector itself is so thin it's hard to believe it is glass but it is. The installation was very simple. Clean the glass with the products included and use the sticky film to remove any minute dust or particle and using the adhesive tabs to create a ""book"", peel the film back from the down side of the protector and drop in place.  Make sure to follow the directions and if you need to (I did because I was a little nervous I'd screw it up and must buy another one) follow a tutorial on YouTube. The protector really does adhere itself to the glass and I had only a minor bubble to push aside. It was easier than I thought it would be. The cut outs for the home button, camera, etc. line up perfectly. The thinness of the protector does not in any way interfere with the touch functions of my tablet.  I now feel confident in ordering one for my iPhone 7.",1
