web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1578434746-4790","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","John L. Waite","this is a great Screen protector.","October 14, 2019","This screen protector is easy to install and provides a clear work area on your iPad.  I had to remove it and reinstall it due to my own error in placing the protector but It was just as easy the second time and went down without any bubbles or air pockets under the glass.  It was the easiest and best fit of any protective glass that I have ever installed.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews"
"1578435680-8237","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Tecu","Works as intended.","January 28, 2019","Its a screen protector that fits perfectly on the 6 gen 9.7 ipad.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_378?ie=UTF8&pageNumber=378&reviewerType=all_reviews"
"1578435817-8733","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Medina","Five Stars","February 25, 2018","great","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_428?ie=UTF8&pageNumber=428&reviewerType=all_reviews"
"1578434783-4926","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","RacingGirl14","Waste of $ - cracked almost immediately from light use","November 23, 2017","I would give this half a star if possible.  It developed a crack in less than a week after sliding of the couch onto the carpet, something that no way should have cracked it. Since then the crack has contributed to spread. This definitely doesn't live up to their claims or my experiences with many other glass screen protectors. Waste of money!","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&pageNumber=47&reviewerType=all_reviews"
"1578435427-7296","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Buen articulo","July 14, 2019","Excelente artículo y vendedor","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_284?ie=UTF8&pageNumber=284&reviewerType=all_reviews"
"1578435753-8519","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ron S. Israeli MD","Don't read fake reviews and buy this junk!","February 25, 2017","I wish I didn't have to give this even one star. No instructions! No support! Awful live customer support! Poorly design adhesive tape for screen. Do not listen to fake reviews. This is the worst product ever on Amazon. I am very tech savvy and found this a disaster.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_406?ie=UTF8&pageNumber=406&reviewerType=all_reviews"
"1578435625-8022","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Wild Bill","Quality, functionality, value!","December 3, 2018","Works perfectly for a great price!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_357?ie=UTF8&pageNumber=357&reviewerType=all_reviews"
"1578435599-7921","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","RN","Five Stars","May 24, 2018","Great customer service. Easy to apply and doesn't interfere with any on-screen movements.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_347?ie=UTF8&pageNumber=347&reviewerType=all_reviews"
"1578435468-7437","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","SILVIA REYNOSO","Good quality","December 8, 2018","Easy to put. Very clear. You don’t realize that you have a cover","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_298?ie=UTF8&pageNumber=298&reviewerType=all_reviews"
"1578434903-5376","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Nikky","Protects","April 25, 2017","This screen protector does what it is made to do. I used the kit provided and it applies easily. The company emailed me a link to a video to watch but I didn't need to. It works great. It has not stopped by Apple Pencil from working or my finger. It has a cut out for the home button. So it fits everything I need in a screen protector. The tempered glass does feel thick when you pull it out of the package. That is great for me because I don't want to ruin my screen with my Apple Pencil. I worry about it scratching it when I am quickly taking notes in class. This is thick enough to give it extra protection and everything works just like it did before. I am pleased with my purchase.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_92?ie=UTF8&pageNumber=92&reviewerType=all_reviews"
"1578435936-9165","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Steely","Five Stars","January 9, 2018","Great product...I feel confident that it-IPad- will well protected.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_471?ie=UTF8&pageNumber=471&reviewerType=all_reviews"
"1578435781-8612","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Larry","Sealing","May 3, 2019","Does not seal properly !","3.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_416?ie=UTF8&pageNumber=416&reviewerType=all_reviews"
"1578434786-4935","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","craftymomma","Take off old cover first,😂😂😂👍🏻","January 4, 2020","I am updating my past review from a one star to a five star. I was having issues with this cover but I realized that there was already a cover on it, duhhh to me. After I took it off and placed the new one, it is perfect. Touch is seamless and very smooth. I will buy again.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_48?ie=UTF8&pageNumber=48&reviewerType=all_reviews"
"1578435316-6909","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ron0359","Very happy with screen protector iPad 8.7","April 26, 2019","Great price easy to put on, look great for iPad 9.7 pro","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_245?ie=UTF8&pageNumber=245&reviewerType=all_reviews"
"1578435350-7040","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","A. Massey","Exactly what I wanted!","March 27, 2019","Easy to install and exactly what I needed!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_258?ie=UTF8&pageNumber=258&reviewerType=all_reviews"
"1578435781-8616","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","EStad","Perfect fit for my iPad Pro 9.7","December 31, 2017","Perfect fit so that you don't even know it is installed.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_416?ie=UTF8&pageNumber=416&reviewerType=all_reviews"
"1578435326-6944","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","anthony montanez","a must have for any ipad","March 27, 2018","easy install and fits perfect. i actually think it makes the screen look better imo.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_249?ie=UTF8&pageNumber=249&reviewerType=all_reviews"
"1578434879-5295","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","jdaysy","Great Screen Protector","August 23, 2019","This screen protector  is great. The I Phone was easy to clean and dry with enclosed pads and the screen was not an issue at all in putting it on the phone. Also, the price was great as there are two screen protectors in the package. I would highly recommend this product to everyone who has a phone.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_84?ie=UTF8&pageNumber=84&reviewerType=all_reviews"
"1578435954-9233","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Katie Squirrel","Protects my screen","January 29, 2018","Protects my screen and was easy to put on!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_478?ie=UTF8&pageNumber=478&reviewerType=all_reviews"
"1578435554-7758","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Martha Zayas","Five Stars","January 23, 2018","Easy to install, feel more comfortable knowing that is there, not issues using the ipad without missing any touches.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_330?ie=UTF8&pageNumber=330&reviewerType=all_reviews"
"1578434828-5100","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ryblynnh","Perfect!","November 21, 2019","Got these for my daughters ipad. It gets dropped multiple times a week and has held up well along with a case on it! Protects the screen perfectly! And a good price compared to buying them in store for double the price anywhere around here!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_64?ie=UTF8&pageNumber=64&reviewerType=all_reviews"
"1578435969-9287","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Betty Richardson","Five Stars","May 19, 2017","Very happy with it","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_483?ie=UTF8&pageNumber=483&reviewerType=all_reviews"
"1578435562-7787","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Mariam_Mk","A good one","October 12, 2018","The product material  is high quality, and it is very easy to apply. I can rate the durability right now because I just apply it this week. But overall I think I'll keep using and ordering this screen protector again","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_333?ie=UTF8&pageNumber=333&reviewerType=all_reviews"
"1578435243-6642","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Nivedita","Best in use","December 5, 2019","The best in use for long run","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_219?ie=UTF8&pageNumber=219&reviewerType=all_reviews"
"1578435197-6476","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Frank11","Looks and Feels Amazing!","July 29, 2016","Amazing screen protector, I looks and feels great when installed and is very hard to scratch. Very easy to install, just follow the directions and it should come out flawless, I have installed 3 already with great results. I highly recommend it, you will not regret it.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_202?ie=UTF8&pageNumber=202&reviewerType=all_reviews"
"1578435208-6515","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Camille","Was excited, too many bubbles","October 24, 2018","I was really excited for this product. It seemed to go on easily and the instructions were simple, but at the very end I was disappointed. It said the protector would adhere automatically and you could easily push the bubbles out, but they would not for me. The little cardboard piece didn’t do much in helping, once I bent it I gave up.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_206?ie=UTF8&pageNumber=206&reviewerType=all_reviews"
